student_id,age,gender,academic_level,country,avg_daily_usage_hours,most_used_platform,affects_academic_performance,sleep_hours_per_night,mental_health_score,relationship_status,conflicts_over_social_media,addicted_score
467,20,0,2,104,8.2,6,1,4.1,5,1,4,9
468,22,1,0,61,7,10,1,5.2,6,2,3,7
469,19,0,2,31,3.1,1,0,8.9,7,1,2,5
470,21,1,0,18,3.9,1,1,8.3,6,2,3,7
471,20,0,2,90,3.7,6,1,8.2,6,2,3,7
472,22,1,0,26,2.5,0,0,9.3,8,1,2,4
473,19,0,2,42,3.4,1,1,8.5,7,2,3,6
474,21,1,0,39,7.3,10,1,5,5,1,4,8
475,20,0,2,93,2.4,1,0,9.4,8,2,2,4
476,22,1,0,99,4,6,1,8.2,6,2,3,7
477,19,0,2,104,8.3,1,1,4,5,1,4,9
478,21,1,0,61,7.1,10,1,5.1,6,2,3,7
479,20,0,2,31,3,1,0,9,7,1,2,5
480,22,1,0,18,3.8,6,1,8.4,6,2,3,7
481,19,0,2,90,3.6,1,1,8.3,6,2,3,7
482,21,1,0,26,2.4,0,0,9.4,8,1,2,4
483,20,0,2,42,3.3,6,1,8.6,7,2,3,6
484,22,1,0,39,7.4,10,1,4.9,5,1,4,8
485,19,0,2,93,2.3,1,0,9.5,8,2,2,4
486,21,1,0,99,3.9,1,1,8.3,6,2,3,7
487,20,0,2,104,8.4,6,1,3.9,5,1,4,9
488,22,1,0,61,7.2,10,1,5,6,2,3,7
489,19,0,2,31,2.9,1,0,9.1,7,1,2,5
490,21,1,0,18,3.7,1,1,8.5,6,2,3,7
491,20,0,2,90,3.5,6,1,8.4,6,2,3,7
492,22,1,0,26,2.3,0,0,9.5,8,1,2,4
493,19,0,2,42,3.2,1,1,8.7,7,2,3,6
494,21,1,0,39,7.5,10,1,4.8,5,1,4,8
495,20,0,2,93,2.2,1,0,9.6,8,2,2,4
496,22,1,0,99,3.8,6,1,8.4,6,2,3,7
497,19,0,2,104,8.5,1,1,3.8,5,1,4,9
498,21,1,0,61,7.3,10,1,4.9,6,2,3,7
499,20,0,2,31,2.8,1,0,9.2,7,1,2,5
500,22,1,0,18,3.6,6,1,8.6,6,2,3,7
501,19,0,2,16,6.2,10,1,6.3,6,2,3,7
502,21,1,0,20,4.5,9,0,7.8,7,1,2,5
503,20,0,2,67,3.8,1,0,8.2,8,2,2,4
504,22,1,0,68,4.7,1,1,7.5,7,1,3,6
505,19,0,2,85,5.1,6,1,7,6,2,3,7
506,21,1,0,58,5.5,10,1,6.8,6,2,3,7
507,20,0,2,100,6.5,1,1,6.5,5,1,4,8
508,22,1,0,78,4.2,0,0,7.9,7,2,2,5
509,19,0,2,39,6.8,10,1,6,5,1,4,8
510,21,1,0,18,4.8,1,1,7.4,7,2,3,6
511,20,0,2,16,6.1,1,1,6.4,6,2,3,7
512,22,1,0,20,4.4,9,0,7.9,7,1,2,5
513,19,0,2,67,3.7,6,0,8.3,8,2,2,4
514,21,1,0,68,4.6,1,1,7.6,7,1,3,6
515,20,0,2,85,5.2,6,1,6.9,6,2,3,7
516,22,1,0,58,5.6,10,1,6.7,6,2,3,7
517,19,0,2,100,6.6,1,1,6.4,5,1,4,8
518,21,1,0,78,4.1,0,0,8,7,2,2,5
519,20,0,2,39,6.9,10,1,5.9,5,1,4,8
520,22,1,0,18,4.7,6,1,7.5,7,2,3,6
521,19,0,2,16,6,10,1,6.5,6,2,3,7
522,21,1,0,20,4.3,9,0,8,7,1,2,5
523,20,0,2,67,3.6,1,0,8.4,8,2,2,4
524,22,1,0,68,4.5,0,1,7.7,7,1,3,6
525,19,0,2,85,5.3,6,1,6.8,6,2,3,7
526,21,1,0,58,5.7,10,1,6.6,6,2,3,7
527,20,0,2,100,6.7,1,1,6.3,5,1,4,8
528,22,1,0,78,4,0,0,8.1,7,2,2,5
529,19,0,2,39,7,10,1,5.8,5,1,4,8
530,21,1,0,18,4.6,1,1,7.6,7,2,3,6
531,20,0,2,16,5.9,6,1,6.6,6,2,3,7
532,22,1,0,20,4.2,9,0,8.1,7,1,2,5
533,19,0,2,67,3.5,1,0,8.5,8,2,2,4
534,21,1,0,68,4.4,0,1,7.8,7,1,3,6
535,20,0,2,85,5.4,6,1,6.7,6,2,3,7
536,22,1,0,58,5.8,10,1,6.5,6,2,3,7
537,19,0,2,100,6.8,1,1,6.2,5,1,4,8
538,21,1,0,78,3.9,0,0,8.2,7,2,2,5
539,20,0,2,39,7.1,10,1,5.7,5,1,4,8
540,22,1,0,18,4.5,6,1,7.7,7,2,3,6
541,19,0,2,16,5.8,10,1,6.7,6,2,3,7
542,21,1,0,20,4.1,9,0,8.2,7,1,2,5
543,20,0,2,67,3.4,1,0,8.6,8,2,2,4
544,22,1,0,68,4.3,1,1,7.9,7,1,3,6
545,19,0,2,85,5.5,6,1,6.6,6,2,3,7
546,21,1,0,58,5.9,10,1,6.4,6,2,3,7
547,20,0,2,100,6.9,1,1,6.1,5,1,4,8
548,22,1,0,78,3.8,0,0,8.3,7,2,2,5
549,19,0,2,39,7.2,10,1,5.6,5,1,4,8
550,21,1,0,18,4.4,1,1,7.8,7,2,3,6
551,20,0,2,16,5.7,6,1,6.8,6,2,3,7
552,22,1,0,20,4,9,0,8.3,7,1,2,5
553,19,0,2,67,3.3,1,0,8.7,8,2,2,4
554,21,1,0,68,4.2,0,1,8,7,1,3,6
555,20,0,2,85,5.6,6,1,6.5,6,2,3,7
556,22,1,0,58,6,10,1,6.3,6,2,3,7
557,19,0,2,100,7,1,1,6,5,1,4,8
558,21,1,0,78,3.7,0,0,8.4,7,2,2,5
559,20,0,2,39,7.3,10,1,5.5,5,1,4,8
560,22,1,0,18,4.3,6,1,7.9,7,2,3,6
561,19,0,2,16,5.6,10,1,6.9,6,2,3,7
562,21,1,0,20,3.9,9,0,8.4,7,1,2,5
563,20,0,2,67,3.2,1,0,8.8,8,2,2,4
564,22,1,0,68,4.1,1,1,8.1,7,1,3,6
565,19,0,2,85,5.7,6,1,6.4,6,2,3,7
566,21,1,0,58,6.1,10,1,6.2,6,2,3,7
567,20,0,2,100,7.1,1,1,5.9,5,1,4,8
568,22,1,0,78,3.6,0,0,8.5,7,2,2,5
569,19,0,2,39,7.4,10,1,5.4,5,1,4,8
570,21,1,0,18,4.2,1,1,8,7,2,3,6
571,20,0,2,90,6.1,1,1,7.2,5,2,4,7
572,23,1,0,26,3.8,7,0,7.8,8,1,2,4
573,19,0,2,42,5.5,6,1,6.8,6,2,4,8
574,22,1,0,39,7.2,0,1,5.9,4,2,5,9
575,21,0,2,93,4.2,1,0,7.5,7,1,2,5
576,24,1,0,99,6.8,6,1,6.2,5,2,4,8
577,20,0,2,104,5.9,1,1,6.7,6,1,3,7
578,22,1,0,61,6.5,0,1,6.1,5,2,4,8
579,19,0,2,31,4.7,7,0,7.4,7,2,2,5
580,23,1,0,18,5.2,1,1,7,6,1,3,6
581,21,0,2,101,6.3,6,1,6.4,5,2,4,8
582,24,1,0,44,4.9,0,0,7.3,7,1,2,5
583,20,0,2,82,6.7,1,1,6,5,2,4,8
584,22,1,0,20,5.8,9,1,6.5,6,1,3,7
585,19,0,2,46,4.5,7,0,7.6,8,2,2,4
586,23,1,0,78,6.4,0,1,6.3,5,2,4,8
587,21,0,2,30,4.1,1,0,7.7,7,1,2,5
588,24,1,0,90,6.6,6,1,6.2,5,2,4,8
589,20,0,2,26,4.4,1,0,7.4,7,1,2,5
590,22,1,0,42,5.7,7,1,6.8,6,2,3,7
591,19,0,2,39,7,1,1,5.8,4,2,5,9
592,23,1,0,93,4.3,0,0,7.5,7,1,2,5
593,21,0,2,99,6.9,6,1,6.1,5,2,4,8
594,24,1,0,104,5.6,1,1,6.9,6,1,3,7
595,20,0,2,61,6.2,0,1,6.3,5,2,4,8
596,21,1,2,31,5.8,1,1,6.7,6,2,3,7
597,23,0,0,18,4.9,6,0,7.3,7,1,2,5
598,20,1,2,101,6.4,0,1,6.2,5,2,4,8
599,22,0,0,44,5.1,7,0,7.1,7,1,2,5
600,19,1,2,82,6.7,1,1,6,4,2,4,8
601,24,0,0,20,5.5,9,1,6.8,6,1,3,7
602,21,1,2,46,4.3,7,0,7.6,8,2,2,4
603,23,0,0,78,6.2,1,1,6.4,5,2,4,8
604,20,1,2,30,4.5,0,0,7.4,7,1,2,5
605,22,0,0,90,6.3,6,1,6.3,5,2,4,8
606,19,1,2,26,4.7,1,0,7.2,7,1,2,5
607,24,0,0,42,5.9,7,1,6.6,6,2,3,7
608,21,1,2,39,7.1,0,1,5.7,4,2,5,9
609,23,0,0,93,4.4,1,0,7.4,7,1,2,5
610,20,1,2,99,6.6,6,1,6.2,5,2,4,8
611,22,0,0,104,5.4,1,1,6.9,6,1,3,7
612,19,1,2,61,6.5,0,1,6.1,5,2,4,8
613,24,0,0,31,4.8,7,0,7.3,7,1,2,5
614,21,1,2,18,5.7,1,1,6.7,6,2,3,7
615,23,0,0,101,6.1,6,1,6.4,5,2,4,8
616,20,1,2,44,4.6,0,0,7.2,7,1,2,5
617,22,0,0,82,6.8,1,1,5.9,4,2,5,9
618,19,1,2,20,5.6,9,1,6.8,6,1,3,7
619,24,0,0,46,4.2,7,0,7.5,8,2,2,4
620,21,1,2,78,6.3,6,1,6.3,5,2,4,8
621,23,0,0,30,4.4,1,0,7.4,7,1,2,5
622,20,1,2,90,6.5,0,1,6.2,5,2,4,8
623,22,0,0,26,4.6,7,0,7.3,7,1,2,5
624,19,1,2,42,5.8,1,1,6.6,6,2,3,7
625,24,0,0,39,7,6,1,5.8,4,2,5,9
626,21,1,2,93,4.5,0,0,7.3,7,1,2,5
627,23,0,0,99,6.7,1,1,6.1,5,2,4,8
628,20,1,2,104,5.5,7,1,6.8,6,1,3,7
629,22,0,0,61,6.4,0,1,6.2,5,2,4,8
630,19,1,2,31,4.7,1,0,7.2,7,1,2,5
631,24,0,0,18,5.6,6,1,6.7,6,2,3,7
632,21,1,2,101,6.2,0,1,6.3,5,2,4,8
633,23,0,0,44,4.8,7,0,7.1,7,1,2,5
634,20,1,2,82,6.9,1,1,5.9,4,2,5,9
635,22,0,0,20,5.7,9,1,6.7,6,1,3,7
636,19,1,2,46,4.4,7,0,7.4,8,2,2,4
637,24,0,0,78,6.1,6,1,6.4,5,2,4,8
638,21,1,2,30,4.3,1,0,7.5,7,1,2,5
639,23,0,0,90,6.4,0,1,6.2,5,2,4,8
640,20,1,2,26,4.5,7,0,7.3,7,1,2,5
641,22,0,0,42,5.9,1,1,6.5,6,2,3,7
642,19,1,2,39,7.2,6,1,5.7,4,2,5,9
643,24,0,0,93,4.6,0,0,7.2,7,1,2,5
644,21,1,2,99,6.8,1,1,6,5,2,4,8
645,23,0,0,104,5.3,7,1,6.8,6,1,3,7
646,22,1,0,61,6.3,0,1,6.2,5,2,4,8
647,20,0,2,31,4.8,1,0,7.1,7,1,2,5
648,23,1,0,18,5.7,6,1,6.6,6,2,3,7
649,21,0,2,101,6.2,7,1,6.3,5,2,4,8
650,24,1,0,44,4.7,0,0,7.2,7,1,2,5
651,19,0,2,82,6.8,1,1,5.9,4,2,5,9
652,22,1,0,20,5.6,9,1,6.7,6,1,3,7
653,20,0,2,46,4.3,7,0,7.5,8,2,2,4
654,23,1,0,78,6.2,6,1,6.3,5,2,4,8
655,21,0,2,30,4.4,1,0,7.4,7,1,2,5
656,24,1,0,90,6.5,0,1,6.1,5,2,4,8
657,19,0,2,26,4.6,7,0,7.3,7,1,2,5
658,22,1,0,42,5.8,1,1,6.6,6,2,3,7
659,20,0,2,39,7.1,6,1,5.8,4,2,5,9
660,23,1,0,93,4.5,0,0,7.3,7,1,2,5
661,21,0,2,99,6.7,1,1,6,5,2,4,8
662,24,1,0,104,5.4,7,1,6.8,6,1,3,7
663,19,0,2,61,6.4,6,1,6.2,5,2,4,8
664,22,1,0,31,4.7,0,0,7.2,7,1,2,5
665,20,0,2,18,5.6,1,1,6.7,6,2,3,7
666,23,1,0,101,6.3,7,1,6.2,5,2,4,8
667,21,0,2,44,4.8,6,0,7.1,7,1,2,5
668,24,1,0,82,6.9,1,1,5.9,4,2,5,9
669,19,0,2,20,5.7,9,1,6.7,6,1,3,7
670,22,1,0,46,4.4,7,0,7.4,8,2,2,4
671,20,0,2,78,6.1,0,1,6.4,5,2,4,8
672,23,1,0,30,4.3,1,0,7.5,7,1,2,5
673,21,0,2,90,6.4,6,1,6.2,5,2,4,8
674,24,1,0,26,4.5,7,0,7.3,7,1,2,5
675,19,0,2,42,5.9,1,1,6.5,6,2,3,7
676,22,1,0,39,7.2,0,1,5.7,4,2,5,9
677,20,0,2,93,4.6,6,0,7.2,7,1,2,5
678,23,1,0,99,6.8,1,1,6,5,2,4,8
679,21,0,2,104,5.3,7,1,6.8,6,1,3,7
680,24,1,0,61,6.2,0,1,6.3,5,2,4,8
681,19,0,2,31,4.7,1,0,7.2,7,1,2,5
682,22,1,0,18,5.8,6,1,6.6,6,2,3,7
683,20,0,2,101,6.1,7,1,6.4,5,2,4,8
684,23,1,0,44,4.8,0,0,7.1,7,1,2,5
685,21,0,2,82,6.7,1,1,6,4,2,5,9
686,24,1,0,20,5.5,9,1,6.8,6,1,3,7
687,19,0,2,46,4.2,7,0,7.5,8,2,2,4
688,22,1,0,78,6.3,6,1,6.2,5,2,4,8
689,20,0,2,30,4.4,1,0,7.4,7,1,2,5
690,23,1,0,90,6.5,0,1,6.1,5,2,4,8
691,21,0,2,26,4.6,7,0,7.3,7,1,2,5
692,24,1,0,42,5.9,1,1,6.5,6,2,3,7
693,19,0,2,39,7,6,1,5.8,4,2,5,9
694,22,1,0,93,4.5,0,0,7.3,7,1,2,5
695,20,0,2,99,6.6,1,1,6.1,5,2,4,8
696,23,1,0,104,5.5,7,1,6.7,6,1,3,7
697,21,0,2,61,6.3,6,1,6.2,5,2,4,8
698,24,1,0,31,4.8,0,0,7.1,7,1,2,5
699,19,0,2,18,5.7,1,1,6.6,6,2,3,7
700,22,1,0,101,6.2,7,1,6.3,5,2,4,8
701,20,0,2,44,4.7,6,0,7.2,7,1,2,5
702,23,1,0,82,6.8,1,1,5.9,4,2,5,9
703,21,0,2,20,5.6,9,1,6.7,6,1,3,7
704,24,1,0,46,4.3,7,0,7.5,8,2,2,4
705,19,0,2,78,6.2,0,1,6.3,5,2,4,8
706,21,1,3,61,6,11,0,5,6,2,0,5
707,20,1,3,61,6,1,0,11,8,1,3,5
708,20,1,3,61,5,6,0,4,10,2,2,2
709,21,1,3,61,4,6,0,8,7,2,1,6
710,20,1,3,61,2,1,0,7,3,1,1,1
711,21,2,4,41,10,1,0,4,1,1,1,8
712,30,0,1,61,3,0,0,0,8,0,1,4
713,24,1,3,17,7,9,1,7,7,0,1,6
714,16,0,2,61,0,0,0,0,8,2,1,0
715,19,1,3,17,18,10,0,6,5,2,0,8
716,47,1,2,61,6,0,0,7,7,0,0,6
717,25,1,3,25,5,11,0,5,5,2,0,5
718,20,0,1,61,3,6,0,8,10,1,0,3
719,9,1,0,61,1,6,0,9,10,2,0,10
720,35,1,4,61,6,12,0,7,10,2,0,4
721,17,0,1,61,6,6,0,9,10,2,3,8
722,20,1,3,61,1,11,1,7,4,1,2,3
723,20,0,3,61,3,1,1,10,7,1,0,8
724,31,0,2,61,6,0,1,7,8,0,0,7
725,28,1,4,61,3,0,0,7,8,1,0,7
726,28,1,4,61,3,0,0,7,8,1,0,7
727,23,1,3,17,1,10,0,8,10,0,2,1
728,36,0,4,61,3,0,0,7,10,0,0,5
729,35,1,4,61,8,12,1,5,7,2,5,10
730,17,0,1,61,4,6,0,7,10,2,3,3
731,17,0,1,61,4,6,0,7,10,2,3,3
732,20,0,1,61,10,0,0,9,8,2,1,7
733,20,1,1,61,5,6,0,5,5,1,4,10
734,10,1,3,16,0,12,0,10,10,1,5,10
735,33,0,4,61,5,6,0,8,10,0,1,7
736,40,0,3,61,3,12,0,7,10,0,0,4
737,22,1,1,64,3,7,0,6,6,2,0,7
738,19,0,2,61,5,12,0,8,8,0,2,3
739,39,0,4,61,5,0,0,9,9,0,0,5
740,21,1,1,64,6,6,0,7,7,2,1,4
741,21,1,3,61,2,6,1,8,9,1,0,3
742,21,1,3,61,2,6,1,8,9,1,0,3
743,20,1,4,61,3,6,1,5,9,2,3,5
744,20,1,4,61,3,6,1,5,9,2,3,5
745,40,0,1,61,10,12,0,8,10,0,0,6
746,20,1,3,61,5,6,0,8,10,2,1,5
747,23,1,3,61,7,0,0,7,10,1,1,10
748,52,0,2,61,3,0,0,7,8,0,0,3
749,21,0,4,61,6,12,0,10,7,1,0,5
750,21,0,4,61,6,12,0,10,7,1,0,5
751,21,0,4,61,10,6,0,10,7,1,0,7
752,20,0,4,61,4,6,1,8,9,2,0,6
753,20,0,4,61,4,6,1,8,9,2,0,6
754,19,1,1,61,5,6,0,8,7,2,0,6
755,20,0,3,61,4,6,0,8,7,2,0,3
756,20,0,3,61,4,6,0,8,7,2,0,3
757,22,1,4,61,3,11,0,7,7,2,2,6
758,20,0,4,61,4,6,0,7,7,2,0,8
759,22,0,4,61,4,1,0,7,4,2,3,8
760,20,0,4,61,5,6,0,6,4,2,2,6
761,20,0,4,61,5,6,0,5,4,2,2,4
762,22,1,4,61,5,6,0,4,8,0,0,3
763,18,0,1,61,3,0,0,10,10,2,0,2
764,56,1,1,61,6,6,0,5,7,0,0,5
765,56,0,3,61,3,0,0,7,9,0,0,2
766,24,0,2,61,5,0,0,9,9,0,0,5
767,65,0,2,61,4,0,0,7,8,2,1,4
768,35,1,1,61,4,0,0,8,10,0,1,1
769,37,0,4,61,5,12,0,8,10,2,0,1
770,26,0,3,61,3,11,0,6,10,2,0,2
771,17,0,1,61,4,6,0,5,7,1,2,2
772,12,1,2,61,2,6,0,8,9,2,0,5
773,38,0,1,61,5,0,1,8,3,0,5,3
774,35,1,1,61,7,0,0,7,10,0,1,5
775,29,1,4,61,15,0,0,7,8,0,0,8
776,52,0,4,61,1,12,0,8,10,0,0,1
777,22,0,4,61,4,12,0,7,9,1,0,6
778,20,0,3,61,4,6,0,4,3,2,2,3
779,59,0,1,61,1,12,0,8,9,0,1,2
780,23,1,2,61,2,0,0,6,10,0,5,9
781,17,1,1,61,4,6,0,6,6,2,0,5
782,55,0,2,61,1,11,0,7,9,0,1,1
783,19,1,1,61,4,12,0,8,10,1,0,5
784,21,0,3,61,5,6,0,7,3,2,0,7
785,21,0,4,61,2,6,0,4,5,2,0,8
786,21,1,1,61,4,6,0,7,8,1,0,5
787,10,1,4,61,5,0,1,10,10,2,0,10
788,39,0,2,61,10,0,0,6,10,1,0,3
789,18,2,1,61,4,6,0,8,8,1,2,6
790,37,0,2,61,7,12,0,8,10,0,0,5
791,20,0,3,61,6,6,0,6,10,0,2,8
792,18,1,1,61,7,6,0,7,8,1,5,4
793,22,0,3,61,7,1,0,6,7,2,3,8
794,15,1,2,61,3,12,0,8,9,1,4,7
795,20,1,3,61,3,6,0,8,8,0,3,5
796,30,1,4,61,8,4,0,7,10,0,2,5
797,15,1,2,61,3,6,0,8,8,2,2,4
798,27,0,4,61,4,12,0,6,8,1,3,5
799,16,0,1,61,6,6,0,8,8,2,2,7
800,20,1,3,61,5,1,0,8,10,1,3,6
801,10,1,0,61,6,11,0,8,9,2,0,5
802,15,1,2,61,5,11,0,6,9,2,0,6
803,9,0,0,61,6,6,0,7,8,2,0,7
804,20,0,3,61,4,6,0,7,8,1,3,5
805,52,1,1,61,4,0,0,6,8,0,0,6
806,40,1,4,61,5,10,0,5,7,1,0,5
807,16,0,1,61,5,6,0,8,10,1,5,5
808,20,1,3,61,4,0,0,8,10,2,0,9
809,23,1,2,61,8,6,0,7,7,1,2,10
810,23,0,3,61,5,1,0,6,10,2,0,4
811,23,0,3,61,3,6,0,6,8,1,0,0
812,23,0,3,61,3,6,0,6,8,1,0,0
813,25,0,2,61,5,1,0,8,9,1,4,3
814,21,0,1,61,6,6,0,7,8,1,0,4
815,22,0,2,61,8,6,0,9,7,2,0,4
816,21,0,2,61,5,6,0,6,9,1,2,10
817,21,0,2,61,5,6,0,6,9,1,2,10
818,17,0,1,61,8,6,0,12,7,1,0,1
819,62,1,1,61,2,12,0,8,10,0,0,4
820,23,0,3,61,5,6,1,8,6,2,0,6
821,16,1,1,61,4,6,0,8,10,1,0,2
822,31,0,3,61,4,6,0,6,10,2,0,0
823,28,0,4,61,5,0,0,8,8,1,0,0
824,21,1,3,61,5,10,0,7,10,1,0,3
825,20,1,3,61,8,1,0,8,8,2,0,8
826,20,1,3,61,8,1,0,8,8,2,0,8
827,20,1,3,61,8,1,0,8,8,2,0,8
828,23,1,3,61,2,6,0,5,10,2,0,3
829,29,0,2,61,8,6,0,7,8,2,0,3
830,35,0,1,61,12,12,0,8,1,1,0,10
831,22,0,3,61,5,0,0,8,7,1,0,7
832,18,0,3,61,5,6,0,6,6,1,0,7
833,28,0,3,61,2,8,0,3,8,0,0,5
834,25,0,3,61,6,0,0,5,10,0,3,4
835,21,1,3,61,8,12,0,8,10,2,0,0
836,38,1,4,61,3,12,0,5,8,2,0,6
837,50,1,2,61,4,0,0,7,9,0,0,2
838,20,1,1,61,3,1,0,0,10,2,1,5
839,57,0,1,61,1,0,0,8,9,0,0,7
840,45,1,1,61,3,0,0,8,10,1,0,2
841,43,0,2,61,2,12,0,7,6,0,0,1
842,18,0,3,61,3,12,0,4,5,2,0,3
843,35,1,1,61,7,6,0,6,7,1,0,10
844,17,0,1,61,5,6,0,5,8,1,0,4
845,24,0,3,61,3,12,0,7,9,0,0,1
846,21,1,2,61,2,6,0,5,6,2,0,10
847,21,1,1,61,8,6,0,8,10,1,0,7
848,23,1,3,61,1,12,0,5,10,2,0,1
849,24,0,0,61,1,0,0,8,10,0,0,1
850,34,1,3,61,2,6,0,7,8,1,1,2
851,22,1,3,61,4,1,0,6,8,2,1,2
852,22,1,3,61,4,1,0,6,8,2,1,2
853,35,1,1,61,6,0,0,6,7,2,0,0
854,35,1,1,61,6,0,0,6,7,2,0,0
855,23,1,3,61,6,0,0,7,7,1,0,5
856,22,1,3,61,2,11,1,6,7,2,0,1
857,15,1,5,200,12,6,0,0,10,2,5,10
858,34,0,1,61,1,0,0,12,1,1,0,0
859,19,0,3,61,5,0,0,7,2,2,0,7
860,29,0,3,61,5,1,1,6,8,1,0,5
861,28,2,3,61,9,0,1,8,6,1,0,10
862,32,1,1,61,5,1,0,7,8,2,0,3
863,24,1,2,61,3,1,0,6,10,1,0,2
864,40,1,1,61,7,0,1,7,5,0,0,10
865,41,1,2,61,3,12,0,5,8,0,0,2
866,14,1,2,61,5,12,0,12,7,1,0,7
867,30,0,1,61,3,0,0,7,1,2,0,1
868,19,0,3,61,3,1,0,5,10,2,0,4
869,32,0,1,61,6,0,0,8,10,0,0,5
870,27,1,4,61,7,13,0,8,10,1,0,3
871,27,1,4,61,7,13,0,8,10,1,0,3
872,21,1,3,61,1,6,0,8,4,1,0,10
873,45,0,2,61,3,0,0,7,8,2,0,5
874,19,1,2,61,3,6,0,7,9,1,1,5
875,24,1,2,61,1,12,0,7,10,0,0,1
876,42,1,1,61,9,12,1,8,10,0,0,10
877,24,0,3,61,4,6,0,7,5,2,0,3
878,16,1,1,61,2,7,0,7,9,1,0,1
879,61,0,1,61,1,0,0,8,10,0,0,4
880,23,1,2,61,2,0,0,8,10,1,0,3
881,23,1,1,61,3,6,0,6,5,2,0,5
882,25,0,3,61,3,7,0,8,9,2,1,7
883,28,0,1,61,3,6,1,7,1,1,0,7
884,32,0,2,61,4,0,0,8,1,0,0,6
885,23,1,3,61,2,6,0,9,10,2,0,7
886,23,1,3,61,6,1,0,6,2,2,5,10
887,29,1,3,61,4,12,1,6,8,1,0,10
888,23,0,3,61,5,1,0,8,9,1,0,1
889,23,0,3,61,4,1,0,7,8,2,0,7
890,24,0,1,61,8,1,1,4,3,2,0,5
891,24,1,3,61,1,1,0,6,10,2,0,10
892,14,1,2,61,2,1,0,8,9,1,1,6
893,16,1,2,61,12,6,0,8,5,0,0,3
894,16,1,2,61,12,6,0,8,5,0,0,3
895,25,0,2,61,2,1,0,8,10,1,0,7
896,24,1,3,61,1,1,0,8,10,2,0,2
897,25,1,3,61,2,1,0,8,10,1,0,5
898,23,1,1,61,1,6,1,10,9,2,0,3
899,26,0,3,61,6,0,0,8,10,0,0,10
900,34,0,0,61,4,0,0,6,8,0,0,4
901,19,0,3,61,3,6,0,7,10,2,0,9
902,19,0,3,61,3,6,0,7,10,2,0,9
903,21,0,3,61,5,1,0,7,8,2,0,2
904,21,0,3,61,2,1,0,8,8,2,0,2
905,19,0,3,61,6,1,0,6,7,1,0,4
906,22,0,3,61,2,8,0,7,9,0,0,3
907,22,0,3,61,2,8,0,7,9,0,0,3
908,15,1,2,61,5,1,0,10,10,2,1,9
909,51,0,1,61,4,12,0,8,9,1,0,5
910,52,0,3,61,3,0,0,8,8,2,0,6
911,19,1,3,61,7,11,1,5,7,2,0,1
912,43,1,2,61,3,12,0,8,10,1,0,4
913,47,0,2,61,5,12,0,6,8,2,0,2
914,24,0,3,104,3,6,0,8,8,1,0,3
915,24,0,3,61,2,6,0,8,8,1,0,10
916,57,0,2,61,3,0,0,8,10,2,0,2
917,35,1,4,1,6,12,0,8,10,0,0,1
918,22,1,1,61,2,0,0,8,8,1,0,4
919,23,0,3,61,3,6,0,8,10,2,0,9
920,23,0,3,61,3,6,0,8,10,2,0,9
921,35,1,2,61,3,6,0,12,10,1,5,2
922,35,1,2,61,3,6,0,12,10,1,5,2
923,35,1,2,61,3,6,0,12,10,1,5,2
924,23,0,3,61,10,1,0,0,9,1,0,5
925,23,0,3,61,10,1,0,0,9,1,0,5
926,28,0,3,61,3,12,0,6,9,2,0,7
927,20,1,3,61,8,1,0,6,9,2,0,10
928,20,0,3,61,6,1,1,3,10,1,0,3
929,20,1,3,61,4,1,0,6,8,2,0,1
930,20,1,3,61,1,0,1,6,10,1,0,4
931,20,1,3,61,10,6,1,6,10,2,0,3
932,20,0,3,61,6,1,0,6,8,2,0,5
933,20,1,3,61,6,11,0,8,8,2,0,7
934,21,0,3,61,4,6,0,6,7,2,0,7
935,20,1,3,61,3,1,1,5,9,2,0,6
936,19,0,3,61,8,6,1,7,9,1,0,7
937,21,0,3,61,4,11,0,5,10,2,0,10
938,21,1,1,61,8,11,0,8,9,2,0,10
939,22,0,3,61,8,11,0,5,8,2,0,1
940,23,1,3,61,5,6,0,8,7,2,0,7
941,22,0,3,61,7,6,0,7,10,2,0,5
942,21,1,3,61,4,1,0,6,8,2,0,10
943,22,1,3,61,5,1,1,7,8,2,0,6
944,29,0,3,61,10,11,1,7,8,1,0,3
945,20,1,3,61,5,11,1,6,10,2,0,3
946,21,1,3,61,8,1,1,8,10,1,0,7
947,52,0,3,61,1,11,0,6,8,1,0,2
948,21,0,3,61,4,6,1,8,10,2,0,5
949,19,1,1,61,8,1,0,6,10,1,0,3
950,24,1,3,61,5,1,1,6,10,1,0,10
951,16,0,1,61,2,6,0,8,10,2,0,4
952,19,0,3,61,3,11,0,8,10,2,0,9
953,18,1,3,61,7,1,0,5,9,2,0,9
954,20,0,3,61,6,6,1,6,9,1,0,2
955,21,1,3,61,5,6,1,4,9,1,0,2
956,19,0,1,61,5,1,0,7,9,1,0,4
957,19,0,3,61,5,11,0,6,10,2,0,3
958,22,0,3,61,6,6,1,7,8,2,0,3
959,20,0,3,61,2,1,0,8,10,2,0,9
960,23,0,3,61,10,11,0,5,10,1,0,5
961,23,1,3,61,5,1,0,5,8,2,0,6
962,19,1,3,61,6,1,1,7,8,1,0,1
963,16,0,1,61,9,1,1,8,7,2,0,4
964,17,0,1,61,5,6,0,6,9,1,0,2
965,23,1,3,61,6,6,0,7,9,2,0,3
966,21,0,1,61,10,11,0,5,10,1,0,10
